geno	Omi32_a_2_1	Omi32_a_2_2	Omi32_a_2_3	Omi32_a_2_4	Omi32_a_3_1	Omi32_a_3_2	Omi32_a_3_3	Omi32_a_3_4	Omi32_a_4_1	Omi32_a_4_2	Omi32_a_4_3	Omi32_a_4_4	Omi32_a_5_1	Omi32_a_5_2	Omi32_a_5_3	Omi32_a_5_4	Omi32_a_6_1	Omi32_a_6_2	Omi32_a_6_3	Omi32_a_6_4	Omi32_a_7_1	Omi32_a_7_2	Omi32_a_7_3	Omi32_a_7_4	Omi32_a_8_1	Omi32_a_8_2	Omi32_a_8_3	Omi32_a_8_4	Omi32_a_F_1	Omi32_a_F_2	Omi32_a_F_3	Omi32_a_F_4	Omi32_a_F_5	Omi32_a_F_6	Omi32_a_10_1	Omi32_b_2_1	Omi32_b_2_2	Omi32_b_2_3	Omi32_b_2_4	Omi32_b_3_1	Omi32_b_3_2	Omi32_b_3_3	Omi32_b_3_4	Omi32_b_4_1	Omi32_b_4_2	Omi32_b_4_3	Omi32_b_4_4	Omi32_b_5_1	Omi32_b_5_2	Omi32_b_5_3	Omi32_b_5_4	Omi32_b_6_1	Omi32_b_6_2	Omi32_b_6_3	Omi32_b_6_4	Omi32_b_7_1	Omi32_b_7_2	Omi32_b_7_3	Omi32_b_7_4	Omi32_b_8_1	Omi32_b_8_2	Omi32_b_8_3	Omi32_b_8_4	Omi32_b_F_1	Omi32_b_F_2	Omi32_b_F_3	Omi32_b_F_4	Omi32_b_F_5	Omi32_b_F_6	Omi32_b_10_1
1110011111101	0	0	250	621	0	4	542	34	0	118	251	94	20	279	106	1	520	87	137	0	932	27	0	0	950	0	0	0	0	20	68	705	1337	13	1	0	3	1132	946	0	151	1092	271	0	174	842	151	115	386	84	1	192	83	2	0	989	82	0	0	1319	4	0	0	1	1	242	358	207	180	119
1110011111110	1	1	533	146	0	119	628	75	1	176	169	1	0	295	90	3	159	15	11	0	424	9	0	0	1295	0	0	0	0	2	277	615	372	0	0	0	3	397	189	0	172	788	117	0	155	241	3	0	613	91	9	506	1	1	0	845	1	0	0	773	72	0	0	0	2	353	413	98	0	60
1110011111111	1	21	143	97	1	40	485	1	0	4	140	0	5	269	26	2	349	44	1	0	194	1	0	0	201	0	0	0	0	0	35	343	40	0	0	0	5	666	135	0	0	508	94	0	230	575	0	64	129	151	1	312	48	1	0	126	0	0	0	85	54	0	0	1	0	275	89	79	0	19
1110100000000	0	77	654	524	2	69	450	241	0	30	324	228	0	257	208	10	132	327	79	0	930	24	0	0	1471	0	0	0	3	5	8	858	952	174	0	0	39	990	1048	1	177	878	872	0	3	1005	108	4	385	906	7	1252	14	0	0	513	183	0	0	2093	67	0	0	0	18	120	377	422	320	84
1110100000001	0	141	792	1396	0	169	884	503	0	13	1215	267	1	208	830	131	880	325	414	0	1664	52	0	0	2374	0	0	0	110	7	68	979	2112	192	0	2	152	2161	2387	0	25	2041	975	1	120	2290	768	13	153	1212	71	2955	175	6	0	3315	466	0	0	3405	2	0	0	60	4	241	1241	795	778	626
1110100000010	1	4	984	1713	2	2	360	342	2	2	1388	438	20	353	974	13	1402	395	130	0	2092	18	0	0	2068	0	0	0	1	9	56	1147	2707	235	0	2	17	1451	2771	3	20	1164	2348	0	9	3247	477	4	321	2127	84	2628	91	4	0	3171	82	0	0	3709	122	0	0	41	8	487	994	705	504	757
1110100000011	0	0	221	264	0	0	92	129	0	12	158	274	0	51	204	0	144	172	24	0	379	0	0	0	446	0	0	0	0	4	9	205	305	95	0	1	3	324	941	0	2	220	570	0	1	310	321	0	0	240	104	687	0	154	0	493	98	0	0	976	36	0	0	0	0	4	225	125	97	1
1110100000100	0	174	726	1480	1	3	118	642	4	0	6	878	21	5	14	1331	215	21	1500	0	890	26	0	0	2129	1	0	0	0	3	31	788	2410	123	0	2	3	945	2475	0	24	93	2983	1	7	7	2389	0	8	7	923	136	0	472	0	1407	671	0	0	2938	1	0	0	4	93	445	987	701	577	205
1110100000101	0	1	189	272	0	0	0	206	0	0	1	125	9	0	1	431	96	1	298	0	281	61	0	0	309	0	0	0	0	1	2	288	343	1	0	0	45	913	497	0	2	97	605	0	4	0	812	0	0	0	626	7	0	155	0	560	194	0	0	1019	3	0	0	1	0	133	70	203	161	21
1110100000110	0	2	441	604	1	2	5	504	0	0	0	692	10	1	1	473	119	2	775	0	296	90	0	0	564	1	0	0	0	3	77	498	730	42	0	1	2	600	984	0	7	83	1110	0	3	10	441	0	0	1	737	7	72	402	0	520	198	0	0	1355	45	0	0	2	1	144	284	398	90	203
1110100000111	0	2	84	553	0	1	3	365	0	0	8	405	16	0	11	687	101	0	206	0	766	26	0	0	735	0	0	0	5	1	36	506	987	20	0	0	3	387	1257	1	5	32	1540	0	10	1	932	1	10	2	538	6	1	417	0	1015	419	0	0	849	1	0	0	1	3	196	518	270	457	67
1110100001000	0	0	543	754	2	2	428	204	6	0	444	105	0	361	274	1	818	140	0	0	606	19	0	0	1454	66	0	0	6	1	0	247	1029	97	0	1	1	324	936	0	1	544	403	0	4	1043	338	1	525	724	66	1425	166	0	0	1009	189	0	0	1273	96	0	0	1	1	397	398	495	429	27
1110100001001	1	1	446	492	0	31	370	48	0	0	562	2	2	93	276	0	79	14	1	0	550	0	0	0	948	0	0	0	99	2	25	255	710	90	0	0	2	291	454	1	1	469	375	0	1	699	18	1	432	644	2	1086	175	60	0	637	6	0	0	2053	77	0	0	0	36	64	207	374	371	53
1110100001010	0	43	289	369	0	0	452	138	0	0	95	1	0	87	208	1	288	207	88	0	458	6	0	0	391	28	0	0	1	0	96	376	1008	84	0	1	0	849	786	0	1	998	750	0	5	499	167	0	360	681	138	488	202	2	0	1754	5	0	0	1298	123	0	0	1	0	17	404	353	564	233
1110100001011	0	3	21	67	0	2	0	43	0	0	73	6	1	90	30	63	39	2	0	0	4	0	0	0	94	0	0	0	0	3	0	0	344	15	0	0	0	182	1	0	0	84	100	0	0	242	116	0	0	303	0	314	0	0	0	520	110	0	0	267	53	0	0	52	0	0	32	22	22	1
1110100001100	0	26	447	297	0	1	0	173	0	0	71	108	0	0	0	160	53	0	305	0	327	51	0	0	276	0	0	0	0	0	32	284	531	9	1	0	0	523	742	0	2	52	412	1	2	252	578	2	11	5	434	4	1	43	0	121	71	0	0	450	0	0	0	21	2	342	137	120	101	104
1110100001101	0	33	93	474	0	3	38	134	0	0	3	293	13	0	0	282	131	1	344	0	404	29	0	0	396	0	0	0	0	1	8	56	424	64	0	0	2	68	545	0	0	0	591	0	2	2	516	3	0	6	528	4	0	0	0	208	8	0	0	421	40	0	0	3	1	268	85	137	75	63
1110100001110	0	3	629	445	0	1	32	378	1	0	0	342	4	4	67	571	174	50	853	0	620	0	0	0	1101	0	0	0	0	4	2	756	946	73	0	0	7	747	859	0	4	171	1526	0	4	1	1311	1	0	102	624	190	39	1161	0	711	344	0	0	2225	145	0	0	113	0	427	597	338	317	2
1110100001111	0	0	1	241	0	0	73	95	0	0	0	99	0	0	0	333	19	0	53	0	262	0	0	0	398	0	0	0	0	2	0	45	203	13	0	0	2	347	349	0	0	0	547	1	1	0	176	0	0	0	205	3	78	5	0	86	253	0	0	247	22	0	0	0	1	80	142	104	6	2
1110100010000	0	0	225	395	0	0	274	31	4	40	395	1	0	114	31	16	533	100	5	0	246	49	0	0	769	0	0	0	5	1	2	188	599	90	0	1	3	280	894	0	1	817	2	0	705	333	45	96	115	361	1	624	0	0	0	322	21	0	0	585	1	0	0	0	0	176	44	197	92	18
1110100010001	0	2	1	64	0	1	89	30	0	11	33	42	0	3	6	8	78	1	0	0	99	0	0	0	401	0	0	0	0	0	0	30	604	39	0	0	0	157	184	0	0	131	0	0	0	177	148	0	223	0	0	284	45	0	0	432	61	0	0	684	0	0	0	0	1	0	102	50	45	0
1110100010010	0	7	59	344	0	0	743	68	0	1	389	92	13	257	167	48	248	73	1	0	426	0	0	0	991	1	0	0	1	0	1	1004	494	76	0	1	349	470	497	0	97	971	151	1	149	433	42	1	300	399	52	658	177	4	0	271	154	0	0	1362	1	0	0	0	0	223	200	220	566	30
1110100010011	0	38	42	506	0	4	289	133	0	156	669	54	3	215	178	3	536	78	43	0	576	4	0	0	646	0	0	0	4	0	23	377	538	88	0	0	1	498	480	0	3	675	349	0	1	484	2	0	174	265	3	812	39	69	0	703	40	0	0	547	96	0	0	4	6	103	37	359	377	125
1110100010100	0	0	0	102	0	0	1	67	0	0	0	57	0	0	0	179	13	77	184	0	93	19	0	0	37	0	0	0	0	0	0	148	138	22	0	0	0	0	142	0	0	0	381	0	0	0	36	1	0	3	117	0	110	0	0	116	0	0	0	271	0	0	0	0	0	0	0	38	13	253
1110100010101	0	5	402	1278	1	95	5	439	0	83	1	1069	7	6	23	753	142	196	711	0	707	5	0	0	1318	0	0	0	0	2	112	459	1223	185	0	0	100	717	3029	1	165	79	1852	0	2	5	1639	0	59	7	1451	178	78	307	0	652	148	0	0	1794	1	0	0	93	1	39	601	678	1096	512
1110100010110	0	6	110	543	1	0	44	228	1	0	0	176	0	0	35	391	163	30	54	0	274	4	0	0	298	0	0	0	0	1	1	256	221	38	0	1	0	199	805	1	3	175	430	0	6	0	156	0	5	1	155	4	1	0	0	346	1	0	0	587	23	0	0	136	59	1	55	280	30	5
1110100010111	0	5	386	850	0	39	8	375	0	0	9	511	0	33	1	576	79	158	366	0	1007	81	0	0	1498	0	0	0	0	1	12	648	974	108	0	1	111	1343	1765	0	2	34	1388	0	3	4	1602	1	0	217	877	14	45	285	0	1438	298	0	0	1657	0	0	0	0	0	263	169	528	467	75
1110100011000	2	82	252	1619	0	164	2542	204	1	549	1430	164	60	1455	427	147	2104	269	479	0	2360	61	0	0	3657	0	0	0	4	27	255	1257	3376	333	0	1	95	2767	3614	1	351	4015	436	1	741	3457	52	405	1352	358	4	3123	508	2	0	3158	86	0	0	4419	151	0	0	0	7	198	1236	1174	787	1009
1110100011001	0	144	341	893	0	121	997	95	0	246	594	40	72	468	312	23	837	73	153	0	1018	45	0	0	1386	27	0	0	0	28	0	1075	1989	73	0	1	0	579	1373	0	2	1821	95	0	570	993	4	106	969	800	5	1206	127	2	0	1673	14	0	0	1624	3	0	0	2	5	69	423	587	589	314
1110100011010	0	0	9	410	0	17	919	138	0	84	746	159	28	324	87	5	573	144	76	0	480	46	0	0	796	0	0	0	0	3	18	782	593	28	0	2	3	372	958	1	4	1101	119	0	401	1122	8	1	113	296	0	535	4	2	0	1257	58	0	0	1157	51	0	0	35	1	209	594	266	310	620
1110100011011	0	0	149	96	0	6	412	46	1	10	212	2	1	145	84	63	34	3	35	0	212	18	0	0	357	1	0	0	0	1	0	293	221	0	0	0	1	193	401	0	1	340	2	0	263	153	0	65	354	7	8	2	0	0	0	0	2	0	0	643	1	0	0	1	0	1	208	122	36	136
1110100011100	0	6	92	509	0	0	0	316	0	0	3	170	0	1	25	236	90	26	386	0	369	0	0	0	880	0	0	0	2	2	13	254	1080	35	0	0	0	325	295	0	12	227	932	0	0	3	237	0	1	121	768	222	217	67	0	564	3	0	0	690	0	0	0	0	0	1	248	259	148	68
1110100011101	0	1	369	1083	2	1	11	377	0	3	1	795	7	7	81	618	107	364	419	0	699	6	0	0	1305	0	0	0	35	3	21	417	1253	210	0	0	2	841	2327	1	3	16	1165	1	2	54	1090	6	1	10	1118	143	326	333	0	1586	4	0	0	2453	68	0	0	150	1	122	300	34	544	97
1110100011110	1	3	658	812	1	149	17	819	0	0	104	874	51	2	499	772	328	443	329	0	1093	9	0	0	1907	0	0	0	3	3	22	1102	1836	117	0	8	12	1295	1708	0	1	189	1781	0	13	437	1649	2	2	617	1110	592	359	146	0	1664	1	0	0	2107	62	0	0	4	1	100	381	497	270	256
1110100011111	0	0	213	375	0	0	1	174	0	3	42	310	17	0	8	178	136	21	265	0	388	0	0	0	393	0	0	0	0	4	0	163	661	24	0	0	0	502	714	0	10	23	595	0	10	0	230	1	77	333	192	213	91	287	0	429	108	0	0	608	67	0	0	0	138	6	141	229	181	120
1110100100000	0	56	205	159	1	1	144	101	0	45	145	117	17	147	116	63	194	0	82	0	326	28	0	0	975	0	0	0	0	0	2	80	391	52	0	1	0	245	616	1	1	568	201	0	2	125	0	0	273	405	138	372	40	0	0	679	147	0	0	499	18	0	0	1	0	101	64	166	185	58
1110100100001	1	229	1900	3382	1	79	4437	336	7	307	3326	498	110	2300	1075	254	3602	798	289	0	4923	220	0	0	5050	0	0	0	19	19	48	1351	5186	851	0	7	29	4678	5377	2	226	6546	1227	0	1174	5528	673	248	3062	2529	215	5486	609	2	0	7993	172	0	0	9091	155	0	0	100	70	593	1617	1888	2831	1142
1110100100010	0	1	727	1222	1	7	1193	240	0	86	2041	38	33	641	535	19	972	933	95	0	1602	40	0	0	2357	1	0	0	4	65	76	1549	2510	270	0	3	2	1782	2753	0	2	1301	903	0	10	1822	137	81	954	595	4	1631	142	247	0	3619	397	0	0	4214	44	0	0	30	5	163	743	627	1085	948
1110100100011	0	0	600	390	0	5	391	85	1	0	276	0	11	279	68	3	555	27	22	0	502	0	0	0	859	0	0	0	0	2	8	403	641	49	0	0	3	661	868	0	4	459	114	0	144	1068	85	206	341	61	5	1465	4	0	0	265	2	0	0	936	1	0	0	0	1	130	376	397	214	123
1110100100100	0	0	290	701	0	40	131	723	1	2	13	745	0	14	0	793	193	179	709	0	632	8	0	0	669	0	0	0	7	1	1	497	890	65	0	0	179	874	960	0	7	392	796	0	2	1	869	1	1	9	385	9	52	391	0	496	2	0	0	1348	1	0	0	0	7	151	285	185	414	218
1110100100101	0	5	426	417	0	0	48	330	0	0	1	462	10	0	4	935	128	115	280	0	264	67	0	0	286	2	0	0	0	1	4	92	683	78	0	0	125	500	1231	0	5	91	708	0	2	0	592	0	0	3	110	19	54	566	0	737	126	0	0	1019	3	0	0	1	4	163	200	330	95	74
1110100100110	0	1	26	180	0	1	0	100	0	0	4	154	0	1	0	313	76	0	122	0	240	0	0	0	403	0	0	0	0	7	0	74	265	54	0	0	1	254	735	0	1	42	312	0	2	22	859	0	3	1	235	4	7	109	0	435	253	0	0	181	1	0	0	0	0	0	117	125	214	9
1110100100111	0	65	707	551	1	62	87	495	1	0	1	890	16	41	23	815	206	1	390	0	783	15	0	0	1276	0	0	0	1	5	30	454	1455	257	0	0	2	1086	1578	1	3	471	946	1	3	60	1401	4	88	6	1336	244	78	321	0	1965	173	0	0	1315	101	0	0	0	77	232	730	160	527	95
1110100101000	0	1	422	607	0	8	1032	36	0	1	843	1	33	484	234	175	1074	24	153	0	1274	59	0	0	1407	40	0	0	34	3	49	696	1682	170	0	1	3	1193	1333	0	69	1573	195	0	147	1575	1	348	542	599	1	519	205	0	0	1352	61	0	0	2327	88	0	0	59	7	2	439	530	683	233
1110100101001	0	163	644	552	2	25	821	50	0	15	141	0	0	185	225	1	163	137	0	0	525	28	0	0	717	0	0	0	0	2	0	148	792	1	0	1	0	463	482	0	2	998	17	0	165	484	2	1	89	342	0	707	10	0	0	492	157	0	0	813	1	0	0	0	0	169	284	441	286	6
1110100101010	0	11	222	694	0	6	483	98	0	37	845	262	11	294	142	25	944	320	5	0	1108	5	0	0	1530	17	0	0	1	7	39	215	588	97	0	76	97	980	2074	0	93	1751	206	0	437	948	132	60	564	522	4	1220	98	1	0	1417	1	0	0	2071	44	0	0	1	122	293	464	809	357	8
1110100101011	0	0	261	589	0	67	809	131	20	13	346	1	0	256	337	41	351	441	96	0	850	81	0	0	1071	28	0	0	0	1	22	303	990	81	0	0	0	524	1136	0	4	2101	383	0	1	1302	9	4	834	220	1	856	8	0	0	1203	3	0	0	1410	2	0	0	2	0	5	261	294	358	66
1110100101100	0	7	1001	2195	4	112	222	1717	1	98	75	1971	4	4	61	2273	431	188	1490	0	2102	74	0	0	2446	1	0	0	45	9	97	898	2642	301	0	1	86	1815	4399	1	502	712	3218	4	18	108	3671	1	149	170	2509	302	735	1144	0	3235	73	0	0	4011	82	0	0	2	78	288	850	910	1166	377
1110100101101	0	2	387	974	1	0	49	379	0	24	0	455	0	0	1	1018	157	218	412	0	1018	49	0	0	720	65	0	0	0	2	1	159	1219	124	0	3	16	709	1636	1	7	126	1413	0	1	9	1100	0	2	13	1242	4	9	513	0	1336	0	0	0	1765	20	0	0	15	0	26	316	452	338	186
1110100101110	0	8	590	1392	0	85	1	921	25	3	2	1208	0	2	59	1118	217	341	280	0	1244	144	0	0	1502	0	0	0	19	2	6	163	1182	243	0	1	6	1472	2343	2	104	142	2519	1	154	86	2112	2	2	0	1384	38	44	314	0	1740	102	0	0	2826	30	0	0	1	213	220	311	526	1231	629
1110100101111	1	0	135	747	0	4	2	465	0	0	4	585	43	2	17	436	130	129	817	0	557	35	0	0	1313	0	0	0	95	5	39	420	651	140	0	1	0	970	1717	1	24	178	1490	0	4	85	1394	2	4	122	1844	12	122	564	0	1092	7	0	0	1604	104	0	0	3	78	263	366	414	713	697
1110100110000	0	49	830	1199	2	304	1370	61	0	84	502	27	12	760	134	127	452	416	39	0	1358	31	0	0	1818	0	0	0	0	8	2	969	2457	184	1	1	7	840	1645	1	80	2413	108	0	1345	747	2	110	764	23	9	1446	218	3	0	2694	2	0	0	3593	19	0	0	3	61	303	398	609	633	291
1110100110001	0	0	46	198	0	79	443	1	0	187	359	15	46	273	59	1	369	2	64	0	72	1	0	0	476	0	0	0	3	1	0	155	740	94	0	3	0	701	319	0	102	621	43	0	838	207	2	106	269	78	0	119	0	0	0	550	1	0	0	309	0	0	0	7	0	106	28	242	70	0
1110100110010	0	2	285	726	2	1	862	50	0	114	653	114	8	478	76	68	683	314	83	0	655	0	0	0	1127	0	0	0	9	4	21	344	882	121	0	0	5	918	1326	0	349	1112	257	0	710	1176	78	132	362	355	8	623	7	1	0	1230	127	0	0	2072	48	0	0	0	1	263	257	528	525	131
1110100110011	1	4	236	681	0	2	699	11	1	45	718	73	40	525	181	2	693	332	43	0	284	0	0	0	805	0	0	0	1	3	26	608	959	79	0	0	81	677	1073	0	1	1794	231	0	279	757	16	1	287	534	191	1018	285	1	0	1227	0	0	0	1631	70	0	0	17	0	92	275	243	117	117
1110100110100	1	1	404	905	1	3	3	475	1	2	0	549	9	3	45	814	205	193	489	0	485	0	0	0	1299	1	0	0	1	1	3	249	1704	125	0	2	8	1003	2020	0	65	115	1522	1	9	349	1508	23	2	179	879	208	284	0	0	1594	6	0	0	1462	173	0	0	36	1	72	126	430	722	128
1110100110101	0	48	52	487	1	39	89	446	1	0	0	836	53	1	116	721	343	135	463	0	950	6	0	0	1081	0	0	0	50	14	46	416	1214	88	0	0	49	441	1131	0	116	141	631	0	6	5	1663	2	1	9	577	142	127	410	0	1054	8	0	0	1168	1	0	0	24	5	3	474	420	310	251
1110100110110	0	0	363	71	0	0	0	64	0	11	0	133	0	0	0	151	91	64	105	0	193	75	0	0	178	0	0	0	0	1	0	200	113	37	0	0	6	41	258	0	0	0	209	0	1	0	58	1	0	214	9	2	3	0	0	2	0	0	0	272	1	0	0	0	0	1	0	74	0	2
1110100110111	0	0	69	226	0	2	2	15	0	0	0	129	8	1	1	78	10	2	55	0	95	0	0	0	159	0	0	0	0	0	0	59	218	11	0	0	0	95	163	0	0	0	107	0	0	0	119	0	0	0	178	2	5	0	0	300	0	0	0	68	0	0	0	0	0	0	0	87	53	0
1110100111000	1	0	41	213	0	32	197	0	18	146	211	0	21	111	19	12	133	168	0	0	249	0	0	0	183	0	0	0	0	85	0	49	173	44	0	0	1	306	156	0	82	249	4	0	705	93	84	65	137	217	0	1	0	0	0	458	1	0	0	413	0	0	0	0	0	124	87	137	191	0
1110100111001	1	4	939	1086	27	330	1693	15	0	337	664	68	89	1182	174	1	784	518	34	0	1541	41	0	0	1557	0	0	0	45	60	229	1157	2117	241	0	1	33	2623	1544	0	134	2743	22	0	1779	808	127	142	603	608	0	2738	38	4	0	2283	168	0	0	2374	60	0	0	9	4	122	847	568	895	119
1110100111010	0	0	292	425	0	62	683	67	0	155	317	106	1	239	123	1	275	27	65	0	420	1	0	0	595	34	0	0	0	3	8	332	786	35	0	0	69	646	966	0	234	894	5	0	365	458	51	66	534	1	4	326	59	4	0	501	0	0	0	237	1	0	0	1	0	143	121	270	305	212
1110100111011	0	3	57	416	0	0	552	0	0	77	107	10	19	350	19	0	149	63	1	0	591	3	0	0	203	0	0	0	0	0	9	214	760	0	0	0	0	261	439	0	0	321	3	0	384	526	0	0	481	1	74	68	4	0	0	1135	1	0	0	652	74	0	0	1	0	71	117	79	41	50
1110100111100	0	25	411	756	0	1	1	267	1	21	137	256	0	0	4	402	25	379	343	0	458	0	0	0	600	1	0	0	0	0	0	94	439	101	0	0	4	542	651	0	5	61	718	1	0	4	503	0	4	66	469	4	137	0	0	201	0	0	0	687	166	0	0	2	1	109	44	317	137	6
1110100111101	0	1	456	815	0	12	163	781	1	0	69	710	0	0	39	508	172	1016	307	0	742	21	0	0	1704	0	0	0	0	4	38	617	937	144	0	0	2	562	1759	0	7	201	1870	0	3	183	1169	0	2	361	752	154	171	325	0	596	94	0	0	2318	133	0	0	3	10	208	483	436	700	743
1110100111110	1	14	490	1036	1	5	1	500	1	3	81	669	16	0	213	222	134	659	338	0	1259	31	0	0	1774	1	0	0	0	4	3	402	1590	271	0	1	1	706	1966	1	3	252	1214	0	10	82	1205	6	2	312	394	88	392	304	0	912	277	0	0	3152	83	0	0	1	13	252	374	311	606	351
1110100111111	0	1	243	654	1	0	107	362	0	1	71	149	0	1	122	505	96	336	42	0	901	93	0	0	435	0	0	0	0	46	0	180	691	56	0	1	0	935	499	1	113	50	1029	0	7	70	379	2	1	90	354	8	111	81	0	815	1	0	0	930	149	0	0	0	37	0	293	292	282	98
1110101000000	0	6	49	245	0	102	87	295	0	0	16	146	23	0	101	236	504	106	105	0	576	0	0	0	593	0	0	0	0	41	2	202	636	109	0	0	0	27	642	1	70	132	778	1	2	361	222	0	247	288	157	232	0	1	0	520	2	0	0	513	77	0	0	0	0	92	123	170	133	144
1110101000001	1	1	5	284	2	1	57	155	7	0	119	229	5	0	105	253	145	15	35	0	468	6	0	0	332	0	0	0	0	1	4	49	365	51	0	0	1	67	601	0	0	87	256	0	2	159	321	0	0	312	0	173	125	0	0	430	0	0	0	848	0	0	0	0	1	0	156	96	44	0
1110101000010	0	27	248	735	1	2	14	377	0	15	149	725	0	96	98	1	559	151	337	0	587	0	0	0	1223	33	0	0	0	42	74	236	1014	151	0	0	7	688	986	0	7	62	1321	0	1	187	629	1	178	1168	177	997	302	424	0	1211	1	0	0	1249	7	0	0	0	1	2	132	497	363	302
1110101000011	0	13	99	335	1	4	47	370	1	0	0	423	0	12	96	178	227	281	150	0	560	81	0	0	794	0	0	0	66	24	32	395	706	60	0	0	1	260	2030	1	3	196	1207	1	6	292	630	0	0	604	67	752	192	100	0	644	34	0	0	1033	26	0	0	3	2	4	186	62	509	172
1110101000100	0	3	451	2098	0	14	142	1181	0	59	3	1365	0	6	17	1685	423	217	1046	0	1444	325	0	0	3772	52	0	0	0	104	109	1343	2574	140	0	3	110	1380	2630	1	18	306	3587	1	16	17	3163	2	6	6	2516	21	1	1291	0	921	640	0	0	3911	227	0	0	49	134	412	1105	860	467	233
1110101000101	1	63	1941	4173	2	6	209	2563	1	91	7	3227	17	6	18	3245	730	48	2915	0	1498	682	0	0	5233	22	0	0	3	34	46	1613	5148	558	0	3	68	3138	8539	2	114	200	6495	2	24	29	6317	9	2	81	3808	123	14	2232	0	2821	1417	0	0	7566	152	0	0	44	69	509	1965	2209	1852	605
1110101000110	0	0	275	626	1	0	3	463	0	27	0	363	17	0	1	333	64	0	360	0	76	24	0	0	770	0	0	0	0	0	0	327	621	91	0	0	7	277	1080	1	4	0	1043	0	4	13	499	1	1	19	887	4	0	143	0	577	32	0	0	705	107	0	0	0	0	5	432	337	74	93
1110101000111	0	2	83	487	0	66	0	160	0	0	1	181	0	1	0	450	74	0	344	0	152	84	0	0	315	0	0	0	0	1	0	202	654	52	0	0	1	240	709	0	1	0	786	0	0	9	324	1	0	10	811	5	1	141	0	400	2	0	0	907	19	0	0	55	0	1	218	305	514	29
1110101001000	0	1	118	511	0	1	24	159	0	1	266	35	0	0	90	0	176	32	347	0	258	0	0	0	482	0	0	0	0	0	48	264	460	26	0	0	1	207	725	0	3	231	576	0	8	566	86	0	111	580	1	346	188	1	0	1479	1	0	0	772	0	0	0	2	0	105	188	101	67	0
1110101001001	0	12	203	706	0	13	8	297	1	0	245	198	0	0	141	24	442	342	147	0	764	0	0	0	739	32	0	0	0	1	17	107	808	53	0	0	7	314	1183	1	14	88	956	0	6	135	151	0	56	386	5	527	0	48	0	116	6	0	0	653	4	0	0	0	4	155	69	65	348	1
1110101001010	1	58	202	665	0	0	77	198	0	14	67	235	7	52	341	3	178	216	41	0	526	12	0	0	882	36	0	0	0	1	58	231	1285	106	0	0	7	235	963	0	4	140	1070	0	2	655	528	0	112	835	150	687	73	1	0	600	56	0	0	1526	1	0	0	3	72	202	229	459	215	338
1110101001011	1	0	214	1217	0	13	24	440	0	2	473	310	0	8	434	156	414	266	183	0	1183	176	0	0	1676	0	0	0	5	4	5	407	1616	181	0	2	4	197	2641	0	6	12	1446	1	11	644	1060	1	47	632	215	959	365	4	0	1328	104	0	0	1356	28	0	0	6	2	414	137	249	322	229
1110101001100	0	1	1	191	0	41	0	55	0	0	0	78	0	2	0	38	11	0	348	0	41	13	0	0	232	0	0	0	0	2	109	222	65	0	0	0	0	0	280	0	1	1	424	0	0	2	709	0	0	1	134	2	0	198	0	80	1	0	0	207	51	0	0	0	0	90	178	221	1	19
1110101001101	0	6	447	1564	0	9	56	825	1	0	0	718	31	1	1	1264	182	0	965	0	784	173	0	0	1388	67	0	0	0	9	22	488	1752	404	0	1	14	785	2128	0	3	184	1733	1	12	0	1461	0	2	10	1585	11	1	925	0	634	1	0	0	1694	35	0	0	0	0	26	529	588	829	160
1110101001110	0	72	752	1214	1	3	56	758	46	2	36	1169	0	3	3	1763	275	8	1874	0	968	171	0	0	1902	0	0	0	0	66	26	349	1470	274	0	3	65	974	2496	0	31	4	1743	1	11	12	1734	5	7	11	1495	15	2	1110	0	1689	475	0	0	1742	2	0	0	1	80	126	279	599	752	449
1110101001111	0	0	485	1964	3	11	32	1498	1	2	9	1165	6	5	3	2165	302	13	2534	0	999	104	0	0	2165	0	0	0	58	5	43	771	2664	254	0	2	9	1236	4682	3	6	115	2919	1	9	18	3120	23	18	7	1870	51	125	464	0	3119	322	0	0	2897	131	0	0	181	80	453	692	1211	1128	425
1110101010000	0	0	223	367	0	47	242	82	0	0	34	19	7	60	121	13	418	16	1	0	707	24	0	0	807	1	0	0	4	0	37	0	339	58	1	0	0	165	947	0	0	199	296	0	0	158	68	0	440	76	0	207	0	0	0	171	4	0	0	692	0	0	0	0	0	83	66	274	233	1
1110101010001	0	1	51	29	0	0	54	132	0	0	53	0	9	0	54	6	118	0	14	0	223	14	0	0	324	40	0	0	0	0	0	4	207	14	0	0	0	42	244	0	1	128	163	0	2	308	109	0	1	154	0	139	0	1	0	415	0	0	0	115	0	0	0	0	0	0	74	0	1	0
1110101010010	1	5	111	321	0	11	40	250	1	1	157	241	1	22	222	224	195	61	196	0	281	0	0	0	508	0	0	0	0	0	0	30	733	38	0	2	2	58	500	1	3	111	560	0	0	504	0	1	54	294	4	251	18	0	0	759	64	0	0	419	1	0	0	0	0	56	100	315	279	1
1110101010011	1	2	69	792	0	67	52	357	1	0	634	279	0	52	727	52	629	196	163	0	767	98	0	0	671	0	0	0	0	2	15	455	1520	119	0	0	246	283	1291	0	26	342	1561	0	2	1101	382	0	121	1059	432	241	47	38	0	1486	2	0	0	2125	33	0	0	0	2	53	187	266	693	118
